,Tseas0noise,Tseas0.1noise,Tseas1noise,Tseas2noise,Tseas4noise,Tseas10noise,EVAP,SMELT,PRECTOT,PRECSNO
2003-07-20,237.56424193999797,237.6082812577978,238.51395724389232,239.04492643054095,238.4689081523185,239.0813573216213,0,0,19.23076923076923,19.23076923076923
2003-07-27,235.29150782129588,235.31992156213892,236.1218655907661,237.10333458756315,236.759492196381,242.52922905671787,0,0,19.23076923076923,19.23076923076923
2003-08-03,233.13056653503403,233.13576131867836,233.62685708819797,234.88706272756895,235.7571349288018,235.93303117185155,0,0,19.23076923076923,19.23076923076923
2003-08-10,231.11275725125086,231.14926390933084,232.09053986400153,231.24432699000218,233.73395411410408,234.50938071903454,0,0,19.23076923076923,19.23076923076923
2003-08-17,229.26734336023455,229.35989102896525,230.06159971556772,230.4760278077513,231.96668751635218,236.39864323697205,0,0,19.23076923076923,19.23076923076923
2003-08-24,227.62108807859315,227.71885295121058,228.01091854185356,229.21622764368112,227.78425169934502,234.15446603244925,0,0,19.23076923076923,19.23076923076923
2003-08-31,226.19786631423196,226.23004780533066,226.3844779613141,226.95983397524782,226.33143388075388,233.9507823545687,0,0,19.23076923076923,19.23076923076923
2003-09-07,225.01831841918607,225.08990457575555,225.51336034263025,226.33021230673123,228.85551756355312,234.7983353029589,0,0,19.23076923076923,19.23076923076923
2003-09-14,224.09955085177828,224.11354438775484,224.94775715173105,225.98969192240287,224.13022247365532,227.1878777666058,0,0,19.23076923076923,19.23076923076923
2003-09-21,223.45488808926467,223.45980280331574,224.3951232334056,223.6958363886048,226.969695841855,228.76144516412816,0,0,19.23076923076923,19.23076923076923
2003-09-28,223.09367938886965,223.1400004616485,223.1162589066664,224.3023876325532,225.6019691306392,230.03975858722805,0,0,19.23076923076923,19.23076923076923
2003-10-05,223.02116319966763,223.1137375040984,223.47569453772226,223.44044806215635,226.0980197468156,223.72551032560438,0,0,19.23076923076923,19.23076923076923
2003-10-12,223.23839119168707,223.26374943598958,224.20340884313623,224.0864617571015,225.7236412754992,227.75001677943231,0,0,19.23076923076923,19.23076923076923
2003-10-19,223.7422130040078,223.81447948217195,223.94129188586822,225.4602495628973,224.47211267220428,230.6481335132823,0,0,19.23076923076923,19.23076923076923
2003-10-26,224.52532193304384,224.58972090855104,224.72196369527614,226.3638700470775,227.52956445609377,231.86074524464252,0,0,19.23076923076923,19.23076923076923
2003-11-02,225.57636089841466,225.6170279431041,226.20785608131044,226.64021935966116,228.56232822925998,227.933330289,0,0,19.23076923076923,19.23076923076923
2003-11-09,226.88008714962908,226.90636919187,227.58965699868284,227.06567446966525,230.45476216344994,234.71208031463786,0,0,19.23076923076923,19.23076923076923
2003-11-16,228.41759332491358,228.49012408140374,228.5406681448377,229.4980107466096,229.5716223767189,234.0766549393017,0,0,19.23076923076923,19.23076923076923
2003-11-23,230.16658165626845,230.23324342606418,230.54379108642993,230.68857747846346,231.97642488332633,233.3039682378604,0,0,19.23076923076923,19.23076923076923
2003-11-30,232.10168734407594,232.13433816799366,232.60178279167405,233.15119633750066,233.54749771000243,241.36152650310393,0,0,19.23076923076923,19.23076923076923
2003-12-07,234.1948464115043,234.2103193347474,234.64223447933003,234.35604598493128,238.04526777092047,234.9475571142018,0,0,19.23076923076923,19.23076923076923
2003-12-14,236.41570270387746,236.4856610702712,236.67629403764076,237.21247754895217,237.40227966226215,245.11504326145345,0,0,19.23076923076923,19.23076923076923
2003-12-21,238.7320481304805,238.7965665228965,239.5641940914965,239.47508417801583,240.7217130750648,239.71731159488965,0,0,19.23076923076923,19.23076923076923
2003-12-28,241.11028976416935,241.17440734431685,241.86096889317923,241.5359724176873,241.28827717307655,242.88569690878955,0,0,19.23076923076923,19.23076923076923
2004-01-04,243.5159370246471,243.5928197285233,243.7571202055969,244.8242629140154,246.55086503994005,248.32212208308707,0,0,19.23076923076923,19.23076923076923
2004-01-11,245.91410188000475,245.99154662398837,246.79334478726128,246.9205988161471,248.12089307368825,251.77905278383687,0,0,19.23076923076923,19.23076923076923
2004-01-18,248.2700048123257,248.3402428509803,248.99704504118142,250.043886543801,250.83453114012423,250.3647154502038,0,0,19.23076923076923,19.23076923076923
2004-01-25,250.54947920956027,250.5816425841564,250.7081450765016,251.70488637779204,253.68134718389456,258.17872187780335,0,0,19.23076923076923,19.23076923076923
2004-02-01,252.71946686869876,252.78412564050606,253.4424196126779,253.37566068229245,256.0576296759411,255.36654458792154,0,0,19.23076923076923,19.23076923076923
2004-02-08,254.74849742418175,254.83922634506274,255.4543143310513,255.1505137766107,257.7528629964519,255.345735009346,0,0,19.23076923076923,19.23076923076923
2004-02-15,256.60714474861015,256.6320974647257,257.0336709717402,257.07519780249635,256.6622818167873,260.06389809699033,0,0,19.23076923076923,19.23076923076923
2004-02-22,258.2684537067789,258.34088914983204,259.04196386188784,259.4743275576619,258.6154578315974,265.5389937503605,0,0,19.23076923076923,19.23076923076923
2004-02-29,259.7083310740096,259.72460744020094,260.4752203150628,261.4210301957507,261.5813253013671,269.27979020571405,0,0,19.23076923076923,19.23076923076923
2004-03-07,260.9058949494691,260.9785915418588,261.8592219965016,262.8115410971928,263.30936559510087,269.5920397645695,0,0,19.23076923076923,19.23076923076923
2004-03-14,261.84377759708633,261.8456389695621,262.35754336926834,263.477467655673,264.0513612695484,263.7374284551592,0,0,19.23076923076923,19.23076923076923
2004-03-21,262.5083773221013,262.6068106399088,262.931906983833,262.71557141735093,265.29132754726953,263.3443964519888,0,0,19.23076923076923,19.23076923076923
2004-03-28,262.890055730393,262.9689576072217,263.7639142131596,264.4849088215846,263.07838292029663,263.0091804556429,0,0,19.23076923076923,19.23076923076923
2004-04-04,262.9832775098204,263.017877838888,263.9808911153277,264.5033173570685,265.3883145327112,269.2848518376285,0,0,19.23076923076923,19.23076923076923
2004-04-11,262.78669070639245,262.81225160962396,263.28415569471986,264.6543343951229,262.82651515067863,265.4466568368278,0,0,19.23076923076923,19.23076923076923
2004-04-18,262.3031463310547,262.33948908582136,262.6689370053266,262.5312805384724,265.6648924843856,265.87024013608806,0,0,19.23076923076923,19.23076923076923
2004-04-25,261.53965701274626,261.5916909740539,261.8023284565073,262.07143728284353,261.77059523926516,268.81289463439083,0,0,19.23076923076923,19.23076923076923
2004-05-02,260.50729529736236,260.56391932204167,261.0152040347416,262.15407387224064,262.3124941298068,267.58744451707986,0,0,19.23076923076923,19.23076923076923
2004-05-09,259.2210330675475,259.24754124276257,259.98907651202865,260.2947475141998,261.85081966305694,268.70233963788604,0,0,19.23076923076923,19.23076923076923
2004-05-16,257.69952441214275,257.79685570742953,258.0840753343919,258.40885508748767,257.91943148514093,263.64599523696234,0,0,19.23076923076923,19.23076923076923
2004-05-23,255.96483509423467,255.9977977733763,256.0565633493293,256.7878045160748,258.7815050010862,258.23203171094536,0,0,19.23076923076923,19.23076923076923
2004-05-30,254.04212254121072,254.1289405584608,254.18360165228103,254.4010285601588,254.46174112742804,257.61438046437365,0,0,19.23076923076923,19.23076923076923
2004-06-06,251.95927099778282,251.9961542534054,252.6060109988018,252.67785401885067,255.48397023366783,258.53021920843884,0,0,19.23076923076923,19.23076923076923
2004-06-13,249.74648713319246,249.82296812200192,250.20451345580335,250.12431128633884,251.73498258200038,259.03714413807757,0,0,19.23076923076923,19.23076923076923
2004-06-20,247.435861967326,247.48309437820004,248.12834653342725,247.50358025082457,248.01837992977664,249.00521367585608,0,0,19.23076923076923,19.23076923076923
2004-06-27,245.060905468931,245.14690042010355,245.59875185421285,246.4435785875979,248.2150552335378,251.30131407539966,0,0,19.23076923076923,19.23076923076923
2004-07-04,242.65606057544886,242.6761786723216,243.09603721174133,244.1163558823218,246.50712366110378,252.44041641035588,0,0,19.23076923076923,19.23076923076923
2004-07-11,240.25620368241707,240.31729330715572,240.79976682137882,240.99531737949562,242.07822129386943,247.69165214890918,0,0,19.23076923076923,19.23076923076923
2004-07-18,237.89613884662168,237.90621885577147,237.96549283757219,239.24844178939662,241.64264008501422,247.30002613089772,0,0,19.23076923076923,19.23076923076923
2004-07-25,235.61009303834692,235.70691556407306,236.19086410488805,236.11414072364877,236.33015094602828,242.57736060201125,0,0,19.23076923076923,19.23076923076923
2004-08-01,233.43121976285298,233.4512602243048,234.2227741295525,233.54283185896364,233.8845560817849,240.37133518012482,0,0,19.23076923076923,19.23076923076923
2004-08-08,231.39111824983996,231.49044867284383,231.73829357132908,233.2893691569493,233.32063255136603,235.43795810356073,0,0,19.23076923076923,19.23076923076923
2004-08-15,229.51937518387825,229.53229926947077,230.11182444398943,231.0990967858797,231.6098370594962,230.0460570867271,0,0,19.23076923076923,19.23076923076923
2004-08-22,227.84313562188615,227.84429291321246,228.15573790791643,229.06744770057196,229.35643403294705,230.9535320657538,0,0,19.23076923076923,19.23076923076923
2004-08-29,226.38670932044624,226.43503581304608,226.86718045808797,226.71502040474428,228.06079298885408,229.407223166843,0,0,19.23076923076923,19.23076923076923
2004-09-05,225.17121818222165,225.17569039561144,225.80070972196103,227.02776186400231,225.45144669142448,231.64183298474168,0,0,19.23076923076923,19.23076923076923
2004-09-12,224.21428993439935,224.2678871635767,224.68064109669876,224.68442579082634,224.87381429245602,228.34058879151686,0,0,19.23076923076923,19.23076923076923
2004-09-19,223.52980248160515,223.6144510805897,223.890236794075,223.8815906600247,225.0812523713509,230.08939052045608,0,0,19.23076923076923,19.23076923076923
2004-09-26,223.127682640828,223.20084667620603,223.81255101759336,224.6521048710278,223.46250801468972,230.48926664410365,0,0,19.23076923076923,19.23076923076923
2004-10-03,223.01376217720932,223.0676171940466,223.58170951183217,224.66413035385082,224.42933394547106,226.5586118613789,0,0,19.23076923076923,19.23076923076923
2004-10-10,223.1896932285479,223.27991230325577,223.436820861626,224.52858534624394,223.44754558681274,226.90477786380364,0,0,19.23076923076923,19.23076923076923
2004-10-17,223.65292434508078,223.7245253054291,223.92018202839006,223.96241473168345,225.87147186222066,227.39242638578074,0,0,19.23076923076923,19.23076923076923
2004-10-24,224.39673749202342,224.4590183136245,224.8783543035159,224.63667512717723,228.1298650109711,233.7909859936946,0,0,19.23076923076923,19.23076923076923
2004-10-31,225.41034547823983,225.4451761336706,226.07730014648146,226.52587688711301,228.7059766173071,229.2875771378743,0,0,19.23076923076923,19.23076923076923
2004-11-07,226.6790483980757,226.734788802185,227.62891285308675,227.60014656653712,229.78984319478343,228.86828641236673,0,0,19.23076923076923,19.23076923076923
2004-11-14,228.18444681755028,228.2088273299719,228.39436799196258,228.20015713037213,231.96325686011212,235.75623232085027,0,0,19.23076923076923,19.23076923076923
2004-11-21,229.90470861316092,229.9562349510438,230.2853182495016,231.21472171136944,232.61901004847522,230.95490884272735,0,0,19.23076923076923,19.23076923076923
2004-11-28,231.8148855934571,231.86952849842558,232.19096498739103,231.8632953593064,233.09051563951394,232.50379996936874,0,0,19.23076923076923,19.23076923076923
2004-12-05,233.88727531156078,233.9295358424999,234.49839639500453,234.57569902708696,237.79489345294726,236.85874453104867,0,0,19.23076923076923,19.23076923076923
2004-12-12,236.09182282142865,236.1476722279212,236.39114290060547,236.26654787219658,239.16622663515656,244.3788264916372,0,0,19.23076923076923,19.23076923076923
2004-12-19,238.39655655136232,238.44145298670202,239.25482382155363,238.9941287438939,241.61520528043582,240.81034276706905,0,0,19.23076923076923,19.23076923076923
2004-12-26,240.76805197348835,240.8036245433425,240.83105449761564,241.14542587877696,242.50496604240755,242.25364411905957,0,0,19.23076923076923,19.23076923076923
2005-01-02,243.17191634481466,243.20287597916317,243.85424638641035,244.33005627103054,243.56687795217368,243.195441134998,0,0,19.23076923076923,19.23076923076923
2005-01-09,245.57328748988036,245.65045054701363,246.38621594977158,246.26501437712415,249.4085404966304,247.51585082795162,0,0,19.23076923076923,19.23076923076923
2005-01-16,247.9373393913758,248.0194508634345,248.42314987550537,249.54329839486508,249.2496995537162,254.64371429355634,0,0,19.23076923076923,19.23076923076923
2005-01-23,250.22978725637677,250.24625185221004,251.15062785999268,250.55495715335815,250.6756153270616,255.77760615137706,0,0,19.23076923076923,19.23076923076923
2005-01-30,252.41738473344284,252.43545897990825,252.4441358276006,253.57989577499507,256.18469335725507,254.99683200837234,0,0,19.23076923076923,19.23076923076923
2005-02-06,254.46840606966003,254.46864103341744,254.4889545241019,255.77386047043063,258.0003135278475,263.80395608008956,0,0,19.23076923076923,19.23076923076923
2005-02-13,256.3531062151203,256.45274648242327,257.0351825200916,257.9722528081647,257.89909622390735,259.5606988175894,0,0,19.23076923076923,19.23076923076923
2005-02-20,258.0441522021464,258.07112498012754,258.9293747663143,258.7996060949767,258.1590106970032,266.18930428517774,0,0,19.23076923076923,19.23076923076923
2005-02-27,259.5170195431609,259.5298693546605,259.6543786276489,261.34324714877715,260.0449226236705,269.48045748785034,0,0,19.23076923076923,19.23076923076923
2005-03-06,260.7503478984187,260.7522722751296,261.61851013473097,260.9172986383902,262.7717299302239,265.012848343907,0,0,19.23076923076923,19.23076923076923
2005-03-13,261.7262508555103,261.759272621261,261.9166371740405,261.77826672708636,265.07540516059527,263.91047509999436,0,0,19.23076923076923,19.23076923076923
2005-03-20,262.43057532804323,262.437995794018,262.8311640830126,262.9862112066709,265.21947282970774,265.57689386370026,0,0,19.23076923076923,19.23076923076923
2005-03-27,262.8531068115574,262.876065295767,263.4122654503097,264.23733034854064,266.0138287106574,264.47197797315704,0,0,19.23076923076923,19.23076923076923
2005-04-03,262.98771751993803,263.0213754794216,263.22502591867715,264.743919335407,265.01122646985726,268.33631609580743,0,0,19.23076923076923,19.23076923076923
2005-04-10,262.832455253972,262.85885279097664,262.9442213341347,264.05018774222776,262.9482780803188,264.05141489343447,0,0,19.23076923076923,19.23076923076923
2005-04-17,262.3895717132239,262.4411854782493,262.9000499301859,263.39181104484607,262.6880888610785,269.74251804342464,0,0,19.23076923076923,19.23076923076923
2005-04-24,261.66548984063957,261.7541975393972,262.5202232149415,263.36867789186834,265.6402198726154,271.3488189928813,0,0,19.23076923076923,19.23076923076923
2005-05-01,260.6707106734619,260.69261401920284,261.1539890729096,261.5003802835063,262.77213899559615,260.936290459677,0,0,19.23076923076923,19.23076923076923
2005-05-08,259.41966105135964,259.5193083471311,260.2146184281242,259.97382673129806,262.45125925306564,260.9272721395381,0,0,19.23076923076923,19.23076923076923
2005-05-15,257.9304843903909,257.9628783243577,258.700811736964,259.19346733806196,259.0245759566931,265.8991876613622,0,0,19.23076923076923,19.23076923076923
2005-05-22,256.22477755711196,256.2981093680722,257.0335541073927,256.6174745187865,256.7311888128234,265.89194563923127,0,0,19.23076923076923,19.23076923076923
2005-05-29,254.32727765883052,254.40706441801527,254.47457003675038,255.5378127587553,255.66099589481402,263.6812276019044,0,0,19.23076923076923,19.23076923076923
2005-06-05,252.26550329234422,252.35986437114644,252.38378911332518,253.2984304717602,255.33214232148245,258.0123800983535,0,0,19.23076923076923,19.23076923076923
2005-06-12,250.0693554539749,250.15946194801347,250.7568159928408,250.90148292428393,251.58037696862746,256.22139716841303,0,0,19.23076923076923,19.23076923076923
2005-06-19,247.77068389872227,247.78773536739817,248.658536815152,248.7708906850772,248.04594779390894,256.4000991768991,0,0,19.23076923076923,19.23076923076923
2005-06-26,245.40282523743758,245.47349302680627,246.01797114751346,245.85101460778733,247.5491756209336,245.61969830981323,0,0,19.23076923076923,19.23076923076923
2005-07-03,243.0001194707885,243.0816384834629,243.99354241480128,244.52762524226668,243.1388329576033,251.4860587960279,0,0,19.23076923076923,19.23076923076923
2005-07-10,240.59741197150765,240.69135649136012,241.37005485170297,242.31579074779674,242.08706217583267,248.28550108203189,0,0,19.23076923076923,19.23076923076923
2005-07-17,238.2295481374555,238.30181374150868,238.89129066830228,238.33735842790523,241.7579239845929,240.85838363936722,0,0,19.23076923076923,19.23076923076923
2005-07-24,235.93086804431792,235.94638210594766,236.35665863739425,237.38067821901797,237.76374362901166,244.05620068503077,0,0,19.23076923076923,19.23076923076923
2005-07-31,233.73470842676738,233.76563200895131,234.7311703815949,235.14185836358624,236.56935755758704,239.27415043554686,0,0,19.23076923076923,19.23076923076923
2005-08-07,231.67291921063176,231.77003503363395,232.16519330556977,233.61761547083844,234.16234221386654,237.12016512607252,0,0,19.23076923076923,19.23076923076923
2005-08-14,229.77540160759074,229.82809874147995,230.08452520514066,230.16642277347307,232.75633381439118,234.84734276927855,0,0,19.23076923076923,19.23076923076923
2005-08-21,228.06967447120633,228.14464668733027,228.78132355423625,229.95474563096147,231.57256939496236,234.22873003874955,0,0,19.23076923076923,19.23076923076923
2005-08-28,226.58047520323302,226.6313938667774,226.97432235746098,226.87940508826077,229.49794713445146,227.13817305988007,0,0,19.23076923076923,19.23076923076923
2005-09-04,225.32940099808647,225.4100180766454,225.45870068544542,225.36599987090744,228.85466420792034,235.2273356698816,0,0,19.23076923076923,19.23076923076923
2005-09-11,224.33459562834165,224.36650749395076,224.50928863479677,226.02183844739238,227.5715629260241,225.43514964759348,0,0,19.23076923076923,19.23076923076923
2005-09-18,223.61048631367163,223.634224846595,223.76472173950833,224.5061537179824,225.07469178953622,226.4790545428459,0,0,19.23076923076923,19.23076923076923
2005-09-25,223.16757448929965,223.19765764889812,224.09590754049313,224.87028285891208,226.76801034903326,226.3673936402068,0,0,19.23076923076923,19.23076923076923
2005-10-02,223.0122835083562,223.0818701179909,223.22871642528517,224.07069106744902,226.49361822224702,224.71031733936996,0,0,19.23076923076923,19.23076923076923
2005-10-09,223.1468654868466,223.16726516963848,223.68271304419272,224.30185676907652,226.78842000148498,230.84977360656504,0,0,19.23076923076923,19.23076923076923
2005-10-16,223.56936864221439,223.63709095235765,223.89867495933348,224.81559760871392,224.14186382985923,224.00980700923273,0,0,19.23076923076923,19.23076923076923
2005-10-23,224.27366559917544,224.35185106424007,224.5437051951633,225.55731738064748,227.46968980709065,233.2374652880995,0,0,19.23076923076923,19.23076923076923
2005-10-30,225.2495422523156,225.3448278557935,226.15638085061005,225.5341126487694,225.48208237902935,225.9749471830219,0,0,19.23076923076923,19.23076923076923
2005-11-06,226.48284589671695,226.5210941841397,226.5509276864511,228.25382033059785,227.6613041123246,230.12330686324617,0,0,19.23076923076923,19.23076923076923
2005-11-13,227.95569047834073,228.05145650866368,228.8634441098372,229.88420966158134,229.1086407006515,237.62292747116254,0,0,19.23076923076923,19.23076923076923
2005-11-20,229.6467159875109,229.6792996236716,230.55405975382416,231.24637150538587,232.32011975629638,235.2132579300866,0,0,19.23076923076923,19.23076923076923
2005-11-27,231.53139823363145,231.62215108056077,231.85113367289173,232.23794104560835,231.69615752863254,237.39999312328396,0,0,19.23076923076923,19.23076923076923
2005-12-04,233.58240450861118,233.66185676351853,233.71396606254208,234.79001017966948,236.83270132249743,240.8868486043752,0,0,19.23076923076923,19.23076923076923
2005-12-11,235.76998998096846,235.8649096259859,235.81713606910466,237.10671312798556,237.31362376308803,245.3120130419423,0,0,19.23076923076923,19.23076923076923
2005-12-18,238.0624290718884,238.10028485168309,238.95393546485414,238.37699171071839,240.07837287376668,239.7487515469532,0,0,19.23076923076923,19.23076923076923
2005-12-25,240.426475557177,240.46965424744153,241.01707868267584,240.46737602296503,242.86977506357908,245.41090507830964,0,0,19.23076923076923,19.23076923076923
2006-01-01,242.827844722459,242.84171047245647,243.0918906335138,243.0393245441268,246.50164975470256,248.61947094397772,0,0,19.23076923076923,19.23076923076923
2006-01-08,245.23171057913666,245.26055260453413,245.72900088676542,245.76396607143846,245.38489392863593,246.6882968821278,0,0,19.23076923076923,19.23076923076923
2006-01-15,247.60321093020764,247.68584376582967,248.02749170144122,247.66347600653515,250.9430402538153,251.3701885241078,0,0,19.23076923076923,19.23076923076923
2006-01-22,249.90795296119762,249.9917485704826,250.55147781573734,250.9649910173134,251.11013790622175,252.74014814255256,0,0,19.23076923076923,19.23076923076923
2006-01-29,252.11251202384656,252.212055699216,252.97865284091992,252.19067440182425,254.11534872778384,256.18775732026756,0,0,19.23076923076923,19.23076923076923
2006-02-05,254.18491637891137,254.187421602007,255.06112763754686,255.56357299717064,256.67288096705516,255.93357068550793,0,0,19.23076923076923,19.23076923076923
2006-02-12,256.0951108680752,256.1282837306922,257.0514217387353,256.60712639454425,258.51727125094123,265.9371889471661,0,0,19.23076923076923,19.23076923076923
2006-02-19,257.815392790537,257.85471329879056,258.150446435945,258.10633891434077,259.01818175361416,263.9812547254512,0,0,19.23076923076923,19.23076923076923
2006-02-26,259.32081366295506,259.40284309192515,260.12619058005066,261.0474995529945,262.4395033051995,261.01261785689894,0,0,19.23076923076923,19.23076923076923
2006-03-05,260.58954103620204,260.68439509281734,261.1740687922803,260.64845176873786,263.8691186434749,264.72302438739325,0,0,19.23076923076923,19.23076923076923
2006-03-12,261.60317512166006,261.6832296128921,261.7957039501236,262.6535494672707,262.4678558435107,263.62116283831153,0,0,19.23076923076923,19.23076923076923
2006-03-19,262.34701563516927,262.40016035177064,262.79520061616154,263.25015114886185,262.4955082594176,271.2752645864466,0,0,19.23076923076923,19.23076923076923
2006-03-26,262.81027498870833,262.9037335495427,263.3176121990034,264.1183943019405,265.77784470478866,271.9770290332,0,0,19.23076923076923,19.23076923076923
2006-04-02,262.9862347379842,263.04090235165444,263.66115380460946,263.94559628865466,264.50238849711803,266.0913678285028,0,0,19.23076923076923,19.23076923076923
2006-04-09,262.8723430170403,262.91008602074345,263.61569970847285,263.6994750693766,263.8777740927223,267.30776390292885,0,0,19.23076923076923,19.23076923076923
2006-04-16,262.4702515468333,262.4714417849179,263.3653333468218,264.36060989829133,265.9140350582802,267.1462351280782,0,0,19.23076923076923,19.23076923076923
2006-04-23,261.7857916810589,261.8850059148569,262.17938706515963,261.99886613568214,264.6056442043392,263.6068974132042,0,0,19.23076923076923,19.23076923076923
2006-04-30,260.82888983662366,260.8562673892534,261.5543438783124,260.8386387438316,261.5752597935016,263.62179035970337,0,0,19.23076923076923,19.23076923076923
2006-05-07,259.6134235352369,259.654768216878,260.4218660790677,261.333847049088,259.7237429057428,268.66306150692884,0,0,19.23076923076923,19.23076923076923
2006-05-14,258.15702014388796,258.20377943516297,259.13121083278037,260.14186074383946,260.0958197863782,266.3740069014019,0,0,19.23076923076923,19.23076923076923
2006-05-21,256.480801232985,256.57508431367467,257.00693908030695,256.50829808463976,258.4345767304584,265.0260657302246,0,0,19.23076923076923,19.23076923076923
2006-05-28,254.60907625961732,254.7005218289292,255.60722314967222,254.81998470639192,255.68071476636916,261.56612618871253,0,0,19.23076923076923,19.23076923076923
2006-06-04,252.56899001831414,252.59994736549143,253.0803984491145,253.10788905816202,254.48433782427466,256.84620346955694,0,0,19.23076923076923,19.23076923076923
2006-06-11,250.39012897216713,250.43458315015255,250.7159680238573,252.30396191845054,251.14981100436555,252.70114342875812,0,0,19.23076923076923,19.23076923076923
2006-06-18,248.10409217351958,248.14461793455538,248.85688651334203,248.31886851226068,250.64051660372212,257.19252289219617,0,0,19.23076923076923,19.23076923076923
2006-06-25,245.74403299696905,245.81002324082925,246.685825799115,247.304879570327,246.04328242071324,246.2766462943138,0,0,19.23076923076923,19.23076923076923
2006-07-02,243.3441783307263,243.42312821521435,243.95151718815038,244.8707084618056,243.37290905681994,243.80031400456278,0,0,19.23076923076923,19.23076923076923
2006-07-09,240.93933219928323,241.00719523739627,241.57238244602297,242.02489231502128,243.39554661036118,243.30513153288447,0,0,19.23076923076923,19.23076923076923
2006-07-16,238.564371016131,238.63406517575638,238.64014461472442,238.99506250511243,239.54260867748067,240.804689291502,0,0,19.23076923076923,19.23076923076923
2006-07-23,236.25373778665175,236.33814576715392,237.01696613167854,237.00398002075698,236.7595982408278,237.8110426791711,0,0,19.23076923076923,19.23076923076923
2006-07-30,234.0409425965363,234.1301560402723,234.89593175268027,234.6641228801862,236.32682196308437,235.5847414964092,0,0,19.23076923076923,19.23076923076923
2006-08-06,231.9580766299199,231.99272035310142,232.58111677606692,233.7740533663739,234.15882661386382,232.48929111598284,0,0,19.23076923076923,19.23076923076923
2006-08-13,230.03534676521713,230.0460066736031,230.46405888923496,231.03724646033456,233.24626184676646,232.76757676657337,0,0,19.23076923076923,19.23076923076923
2006-08-20,228.30063749820346,228.32503079941483,228.44858070131008,229.8949702613759,229.98636687887534,230.87153731118423,0,0,19.23076923076923,19.23076923076923
2006-08-27,226.7791065455795,226.78971972973682,227.50577192925243,227.22110281649339,230.65895385206332,232.36958915024462,0,0,19.23076923076923,19.23076923076923
2006-09-03,225.49281999379832,225.5146090597691,225.73900838895457,226.12972470963604,226.76459558525934,225.94360345468937,0,0,19.23076923076923,19.23076923076923
2006-09-10,224.46043228443176,224.48087624790642,225.13727887356237,225.16793085851242,225.92573589544736,224.8588615415751,0,0,19.23076923076923,19.23076923076923
2006-09-17,223.69691567710333,223.79021692530984,224.67459228439142,225.67667620454756,224.97161312210622,229.1817626444101,0,0,19.23076923076923,19.23076923076923
2006-09-24,223.21334311346885,223.25353159209638,223.48418032534371,223.82991981719232,224.72221972243548,232.16465993113982,0,0,19.23076923076923,19.23076923076923
2006-10-01,223.01672763126982,223.03332068718757,223.75553806199858,223.92994314255557,224.61947024540237,224.72313470312807,0,0,19.23076923076923,19.23076923076923
2006-10-08,223.10992065736727,223.11221930417565,223.6712362547756,223.17392329806077,225.266623099767,223.19598970357893,0,0,19.23076923076923,19.23076923076923
2006-10-15,223.4915706547667,223.5872536328286,223.88083091264335,224.18432759827786,223.91281139196718,226.46889846249377,0,0,19.23076923076923,19.23076923076923
2006-10-22,224.15614272335782,224.20018915601767,224.81839106811864,224.25251850147427,226.8576457574149,232.11648739472707,0,0,19.23076923076923,19.23076923076923
2006-10-29,225.09399887010827,225.13529452187393,225.2395640620533,225.46582373297116,228.48764720343007,227.50270658519415,0,0,19.23076923076923,19.23076923076923
2006-11-05,226.29153778458846,226.36910771750846,226.62951633177477,227.64651793550715,229.76239383994945,234.8192849920024,0,0,19.23076923076923,19.23076923076923
2006-11-12,227.73139209272526,227.7639936167157,227.83330721195787,228.81460157967737,228.58872006813945,232.26400149919652,0,0,19.23076923076923,19.23076923076923
2006-11-19,229.39268022810123,229.42795180633283,230.3597496362815,230.15697463349665,229.51072948839337,238.68472321708774,0,0,19.23076923076923,19.23076923076923
2006-11-26,231.25130926802186,231.26826026433486,231.35942343720401,232.08996793519475,234.12215909998005,235.82749081718688,0,0,19.23076923076923,19.23076923076923
2006-12-03,233.28032434245398,233.35219967771923,234.21484943687548,233.3810312141326,233.94672751989964,236.40047609386917,0,0,19.23076923076923,19.23076923076923
2006-12-10,235.45029954851336,235.5004756933902,235.6703537415445,235.4970270998604,238.00019872533375,235.958471102131,0,0,19.23076923076923,19.23076923076923
2006-12-17,237.72976470124198,237.73787385807492,238.16489035547525,238.3651907910186,239.40795824149598,243.55597296509183,0,0,19.23076923076923,19.23076923076923
2006-12-24,240.08566173169928,240.14710010706352,240.39402656918847,240.57490673749786,242.91999946193087,249.1759727985976,0,0,19.23076923076923,19.23076923076923
2006-12-31,242.4838241134275,242.5018069644906,242.93672610543913,244.40776425696248,243.6995317855634,247.5367296442052,0,0,19.23076923076923,19.23076923076923
2007-01-07,244.88947236438406,244.9068376014835,245.7449916862469,245.72965179871358,246.1213905681922,245.13767955875457,0,0,19.23076923076923,19.23076923076923
2007-01-14,247.26771843829545,247.29835163861486,247.4352596109772,248.358412992255,251.13209024537196,250.71380111796466,0,0,19.23076923076923,19.23076923076923
2007-01-21,249.58407169047024,249.66082640231934,250.43547322538026,249.86956211916407,251.1021246530175,252.72175801639543,0,0,19.23076923076923,19.23076923076923
2007-01-28,251.80493908027356,251.8366357770613,252.4630939634449,252.17288196297082,252.9854236195392,255.49465447224716,0,0,19.23076923076923,19.23076923076923
2007-02-04,253.8981123560494,253.9242224356998,254.52761234519133,254.93510989417476,257.0465477393973,254.89475973345125,0,0,19.23076923076923,19.23076923076923
